date,open,high,low,close,volume,dividends,stock splits
2015-01-02 00:00:00-05:00,85.59358256752198,85.6014896349661,83.78439724887303,85.07142639160156,243863,0.0,0.0
2015-01-05 00:00:00-05:00,83.82932152021003,85.06349987090861,82.60305627163676,82.737548828125,198959,0.0,0.0
2015-01-06 00:00:00-05:00,82.70588810073791,83.4416495365511,80.71220922618015,81.17898559570312,404954,0.0,0.0
2015-01-07 00:00:00-05:00,81.71697266192118,82.46064729766209,80.7043129240184,81.19481658935547,467612,0.0,0.0
2015-01-08 00:00:00-05:00,81.34513017949479,83.62361444511637,81.0128523558281,83.48120880126953,631224,0.0,0.0
2015-01-09 00:00:00-05:00,84.0033704513692,84.82615800011389,83.28342908274452,84.39894104003906,514811,0.0,0.0
2015-01-12 00:00:00-05:00,84.05876036419718,84.71540907025337,82.24704612238914,83.80559539794922,423961,0.0,0.0
2015-01-13 00:00:00-05:00,84.30400651189156,85.27481921593392,82.86808930133841,83.70274353027344,518157,0.0,0.0
2015-01-14 00:00:00-05:00,82.57935014293996,83.14105990094548,81.74074205858395,82.56352996826172,410325,0.0,0.0
2015-01-15 00:00:00-05:00,83.0302808128541,83.66714982987887,82.05718034953017,82.16002655029297,521580,0.0,0.0
2015-01-16 00:00:00-05:00,81.8831352329338,83.12522699454689,81.64579039759681,82.80876922607422,445735,0.0,0.0
2015-01-20 00:00:00-05:00,82.87204334626774,83.52077890954602,82.17584124097084,83.05400848388672,295081,0.0,0.0
2015-01-21 00:00:00-05:00,83.11729105002344,84.73121979339348,82.99071159897603,84.6204605102539,297707,0.0,0.0
2015-01-22 00:00:00-05:00,85.32457209673416,86.09197998046875,84.2565327479597,86.09197998046875,395298,0.0,0.0
2015-01-23 00:00:00-05:00,85.62524891629737,85.92588051938544,84.54138286664725,84.63632202148438,252097,0.0,0.0
2015-01-26 00:00:00-05:00,84.9290007088779,85.64894204807597,84.22488557269953,85.19007873535156,283582,0.0,0.0
2015-01-27 00:00:00-05:00,83.6869300079207,84.63630323780131,82.95908142349614,84.45433807373047,397599,0.0,0.0
2015-01-28 00:00:00-05:00,85.11889338881875,85.11889338881875,82.56351025528562,82.71382904052734,384690,0.0,0.0
2015-01-29 00:00:00-05:00,83.59200555776044,85.94169051125634,81.73044626654419,85.8388442993164,662506,0.0,0.0
2015-01-30 00:00:00-05:00,85.40369287391631,85.79926348664576,83.71065113430856,83.89261627197266,400453,0.0,0.0
2015-02-02 00:00:00-05:00,84.75495089868082,86.28976669145786,84.17742122790649,86.08406829833984,571346,0.0,0.0
2015-02-03 00:00:00-05:00,86.7723555742095,87.96698031817591,86.4717241309285,87.86412811279297,291595,0.0,0.0
2015-02-04 00:00:00-05:00,86.88312093597156,87.87204737443233,86.88312093597156,87.45274353027344,659492,0.0,0.0
2015-02-05 00:00:00-05:00,87.8799587476494,89.13787025538649,87.50020834694077,87.84831237792969,715578,0.0,0.0
2015-02-06 00:00:00-05:00,87.98281946747677,88.92427950551324,87.98281946747677,88.75814056396484,294154,0.0,0.0
2015-02-09 00:00:00-05:00,88.51288938670686,89.72334068575995,88.41004318725356,88.8214340209961,220264,0.0,0.0
2015-02-10 00:00:00-05:00,89.62839541957057,90.1901049983188,88.9321932732197,90.079345703125,190471,0.0,0.0
2015-02-11 00:00:00-05:00,89.81827454229871,90.29137672127611,88.79770149872901,90.01605987548828,237676,0.0,0.0
2015-02-12 00:00:00-05:00,90.27711230870136,91.21065905749519,89.94483449199363,90.87046813964844,181833,0.0,0.0
2015-02-13 00:00:00-05:00,90.76761921941414,91.37679519826114,90.38786884330159,91.30559539794922,171024,0.0,0.0
2015-02-17 00:00:00-05:00,91.17904373076517,91.38474217891658,90.14265045803445,90.48284149169922,230544,0.0,0.0
2015-02-18 00:00:00-05:00,89.79452923483272,91.17111327929791,89.74706269272555,90.16636657714844,278991,0.0,0.0
2015-02-19 00:00:00-05:00,89.71544192374256,90.94962065818692,89.47809707361237,90.15056610107422,210046,0.0,0.0
2015-02-20 00:00:00-05:00,89.81037511024856,92.03348669814329,89.51765663556387,91.86734771728516,313763,0.0,0.0
2015-02-23 00:00:00-05:00,91.81983999645377,92.033373020147,91.01287867874397,91.72490692138672,264639,0.0,0.0
2015-02-24 00:00:00-05:00,91.76447100882531,92.59042145179107,91.72491756826557,92.00181579589844,192057,0.0,0.0
2015-02-25 00:00:00-05:00,92.11310514551752,92.63778178758207,91.71562045162752,91.9620590209961,200600,0.56,0.0
2015-02-26 00:00:00-05:00,90.76961696353919,92.01771882508393,90.60267409780676,90.97631072998047,328394,0.0,0.0
2015-02-27 00:00:00-05:00,91.03195690015082,91.18299697713664,90.4277783968001,90.467529296875,228515,0.0,0.0
2015-03-02 00:00:00-05:00,90.86502090409202,90.95246803875685,90.01440373837288,90.3482894897461,532774,0.0,0.0
2015-03-03 00:00:00-05:00,90.15750217119391,90.17339889399138,89.26713406612305,89.5135726928711,444974,0.0,0.0
2015-03-04 00:00:00-05:00,89.44204261860607,89.64078504354688,87.74875327642228,87.76465606689453,729258,0.0,0.0
2015-03-05 00:00:00-05:00,87.97132771232762,87.97927304042351,87.37510058779485,87.63743591308594,470115,0.0,0.0
2015-03-06 00:00:00-05:00,87.27175395492256,87.82823626450656,86.79477345037641,87.35124969482422,369620,0.0,0.0
2015-03-09 00:00:00-04:00,87.66925360178098,88.24958412533533,87.31946500867221,87.89979553222656,361627,0.0,0.0
2015-03-10 00:00:00-04:00,87.86797077882322,88.03491363254447,85.8805471890909,86.0315933227539,496218,0.0,0.0
2015-03-11 00:00:00-04:00,86.19060398798842,86.54834395292949,85.41153716370552,86.38140106201172,307282,0.0,0.0
2015-03-12 00:00:00-04:00,87.36714433262874,87.36714433262874,85.72950313075346,86.69142150878906,585940,0.0,0.0
2015-03-13 00:00:00-04:00,86.30188728880464,86.50858105778431,85.05378541193193,86.09519958496094,375711,0.0,0.0
2015-03-16 00:00:00-04:00,86.52448044155905,87.19225799837338,86.19059469571997,87.14456176757812,281424,0.0,0.0
2015-03-17 00:00:00-04:00,86.75501237602514,87.37509363088178,85.88054720936358,87.03325653076172,340223,0.0,0.0
2015-03-18 00:00:00-04:00,86.96170816208362,88.34893204394665,86.55627204195956,87.44664001464844,411622,0.0,0.0
2015-03-19 00:00:00-04:00,87.44665351402068,87.76909436823307,86.88222584188294,87.48640441894531,242141,0.0,0.0
2015-03-20 00:00:00-04:00,87.5261290001413,88.75833398596293,87.47843277738063,88.56754302978516,451496,0.0,0.0
2015-03-23 00:00:00-04:00,88.02696008414767,88.70268282852307,87.87591396459104,87.88386535644531,147190,0.0,0.0
2015-03-24 00:00:00-04:00,87.88390136592376,88.36088196532434,87.4426929468223,87.74080657958984,117287,0.0,0.0
2015-03-25 00:00:00-04:00,87.78054715919615,87.8838970952212,86.96968078613281,86.96968078613281,162657,0.0,0.0
2015-03-26 00:00:00-04:00,87.00940278160235,87.41483889423868,86.50062282521519,87.20814514160156,155903,0.0,0.0
2015-03-27 00:00:00-04:00,87.2160992387206,87.2160992387206,86.5085769003947,87.0173568725586,162698,0.0,0.0
2015-03-30 00:00:00-04:00,87.31151014149542,87.87593781363317,87.06506544820851,87.48640441894531,450687,0.0,0.0
2015-03-31 00:00:00-04:00,87.19225799837338,87.64936305052429,86.81066995660288,87.14456176757812,318241,0.0,0.0
2015-04-01 00:00:00-04:00,86.9140154678774,88.0031197833621,85.96799983751988,86.3734359741211,400945,0.0,0.0
2015-04-02 00:00:00-04:00,86.55627166568311,87.13660203373536,85.92029974378626,86.50857543945312,208758,0.0,0.0
2015-04-06 00:00:00-04:00,86.222387973311,87.26777476702169,85.67385709826345,86.92195892333984,434936,0.0,0.0
2015-04-07 00:00:00-04:00,87.02530082264482,87.33533840213087,85.75342984777518,86.98554992675781,438148,0.0,0.0
2015-04-08 00:00:00-04:00,86.99350163325836,87.63742490603504,86.592044269944,87.43868255615234,716406,0.0,0.0
2015-04-09 00:00:00-04:00,87.44665043948075,88.34496384690998,87.23995665838562,88.22572326660156,397926,0.0,0.0
2015-04-10 00:00:00-04:00,88.41652917775744,88.53775914323685,87.91172173044814,88.04289245605469,278579,0.0,0.0
2015-04-13 00:00:00-04:00,88.20187357354085,88.56756492221588,87.55795014656418,87.74874114990234,285492,0.0,0.0
2015-04-14 00:00:00-04:00,87.54206121531129,88.13828846080618,87.31946461561131,87.96339416503906,238304,0.0,0.0
2015-04-15 00:00:00-04:00,88.24163921925816,88.7583707520381,87.83620296244466,87.84415435791016,416491,0.0,0.0
2015-04-16 00:00:00-04:00,87.66923529615201,88.26944114901477,87.44664480706487,88.15416717529297,407427,0.0,0.0
2015-04-17 00:00:00-04:00,87.80439327350282,88.11443094422512,87.26381368209066,88.00313568115234,283481,0.0,0.0
2015-04-20 00:00:00-04:00,88.40061597101628,88.62321255090355,87.59770105211393,87.74874114990234,287581,0.0,0.0
2015-04-21 00:00:00-04:00,87.99518584706479,88.10648110444009,86.85050654353893,87.74874114990234,259743,0.0,0.0
2015-04-22 00:00:00-04:00,88.20185919048278,88.20185919048278,86.99350827953782,87.59768676757812,304115,0.0,0.0
2015-04-23 00:00:00-04:00,89.01272768366923,89.70434720325547,87.56588356958883,87.7010269165039,609220,0.0,0.0
2015-04-24 00:00:00-04:00,87.31945603820198,87.79644263985313,86.15085584653909,86.90607452392578,391593,0.0,0.0
2015-04-27 00:00:00-04:00,86.96169511362125,87.756664449016,86.47676333381966,86.83450317382812,220406,0.0,0.0
2015-04-28 00:00:00-04:00,86.48474376113505,87.58975102310964,86.25420184865403,87.53410339355469,296815,0.0,0.0
2015-04-29 00:00:00-04:00,87.18430682148988,88.05082676228568,86.8901719773401,87.35124969482422,388409,0.0,0.0
2015-04-30 00:00:00-04:00,86.89809953872513,87.54997417685568,86.11108156387928,86.51651763916016,238175,0.0,0.0
2015-05-01 00:00:00-04:00,87.30355638208631,88.21777258435412,86.57218584632662,87.128662109375,230785,0.0,0.0
2015-05-04 00:00:00-04:00,87.28766631858296,87.70899924491007,87.27971492417957,87.52615356445312,193852,0.0,0.0
2015-05-05 00:00:00-04:00,87.30354260553013,87.9554172958647,86.75501175770069,86.88220977783203,251388,0.0,0.0
2015-05-06 00:00:00-04:00,86.91402865729751,86.99352440503267,85.92031664776599,86.46884155273438,206468,0.0,0.0
2015-05-07 00:00:00-04:00,86.67553338925636,87.2717605814948,86.09520898528744,86.54039001464844,316736,0.0,0.0
2015-05-08 00:00:00-04:00,87.18430561651844,87.46254373489683,86.74707602053415,87.05711364746094,374273,0.0,0.0
2015-05-11 00:00:00-04:00,87.03326846749026,87.62154423263476,86.75502427459212,87.07301330566406,411285,0.0,0.0
2015-05-12 00:00:00-04:00,86.52449210987243,87.15251884895953,86.36947327374654,86.73118591308594,467184,0.0,0.0
2015-05-13 00:00:00-04:00,86.96171203284494,87.92362438800558,86.57217868095184,87.3115005493164,266030,0.0,0.0
2015-05-14 00:00:00-04:00,87.61359045206723,89.01273851158469,87.61359045206723,88.68679809570312,210751,0.0,0.0
2015-05-15 00:00:00-04:00,88.69476688845467,89.22739511802212,88.33703295877797,88.82991027832031,186112,0.0,0.0
2015-05-18 00:00:00-04:00,89.21147102217044,89.43406149368862,88.06671309420788,88.54369354248047,144892,0.0,0.0
2015-05-19 00:00:00-04:00,88.8219637970435,88.8219637970435,88.24163326994115,88.53577423095703,143823,0.0,0.0
2015-05-20 00:00:00-04:00,88.76629990015745,89.3704723710846,88.21776898813052,88.68679809570312,282258,0.0,0.0
2015-05-21 00:00:00-04:00,88.3767532961557,89.10017841506789,87.85207660711734,87.86797332763672,206860,0.0,0.0
2015-05-22 00:00:00-04:00,87.82823884383266,88.01902983822701,87.07301412974711,87.67719268798828,305128,0.0,0.0
2015-05-26 00:00:00-04:00,87.18429665118235,87.43074130080603,86.87425905613735,87.27174377441406,291949,0.0,0.0
2015-05-27 00:00:00-04:00,87.09596728626852,87.89501285770217,86.8962058934101,87.69525146484375,211700,0.56,0.0
2015-05-28 00:00:00-04:00,87.48748823835045,87.61533844183938,86.69643491702064,87.18385314941406,188832,0.0,0.0
2015-05-29 00:00:00-04:00,87.33566046901163,87.55140003432028,85.87340599405998,86.32086944580078,195167,0.0,0.0
2015-06-01 00:00:00-04:00,86.8162879361042,87.00006497269587,85.79351075229688,86.76834106445312,216009,0.0,0.0
2015-06-02 00:00:00-04:00,86.2729590007653,87.94296146748763,86.2729590007653,87.0080795288086,370900,0.0,0.0
2015-06-03 00:00:00-04:00,86.9840922446828,88.03083988236554,86.73639009438737,87.63131713867188,180566,0.0,0.0
2015-06-04 00:00:00-04:00,87.89500896583131,88.14271113121298,86.76835183380442,87.23979187011719,278026,0.0,0.0
2015-06-05 00:00:00-04:00,87.23977412938642,87.75116268076773,87.04400581821999,87.71920013427734,167474,0.0,0.0
2015-06-08 00:00:00-04:00,87.65529797441468,87.78314819382545,87.19185616963559,87.3756332397461,197704,0.0,0.0
2015-06-09 00:00:00-04:00,87.28774122402338,88.35047335444098,87.14391276955908,88.29454040527344,506665,0.0,0.0
2015-06-10 00:00:00-04:00,88.42235827836971,89.42915099502649,88.13470147468719,88.69403076171875,499229,0.0,0.0
2015-06-11 00:00:00-04:00,88.62213251751372,88.94973797728456,87.59136317021603,88.64610290527344,128431,0.0,0.0
2015-06-12 00:00:00-04:00,88.55020677266087,88.68604302110461,88.03881822868136,88.5661849975586,209991,0.0,0.0
2015-06-15 00:00:00-04:00,87.51944456796535,88.18265373489571,86.78432423885916,88.11872863769531,227670,0.0,0.0
2015-06-16 00:00:00-04:00,87.89500032893073,88.23059795799982,87.79911267938256,88.12672424316406,241200,0.0,0.0
